나이,성별,스타일,일 평균 기온,일 평균 기상,일 평균 습도,일 평균 풍속,상의 카테고리,상의 색상,상의 기장,상의 소재,상의 프린트,하의 카테고리,하의 색상,하의 기장,하의 소재,하의 프린트,Cluster
10대,남성,스트리트,24.0,비,86.5,2.3,니트웨어,블루,발목,우븐,스트라이프,청바지,블루,발목,우븐,스트라이프,6
20대,남성,스트리트,21.8,비,86.3,2.0,티셔츠,네이비,노멀,저지,스트라이프,팬츠,네이비,노멀,저지,스트라이프,6
20대,남성,스트리트,22.1,비,72.6,1.9,티셔츠,네이비,노멀,저지,스트라이프,청바지,네이비,노멀,저지,스트라이프,2
30대,남성,스트리트,24.7,안개,61.1,1.8,재킷,블랙,노멀,우븐,플로럴,테스트 하의 카테고리,테스트 하의 색상,테스트 하의 기장,테스트 하의 소재,테스트 하의 프린트,7
20대,남성,스트리트,22.1,비,72.6,1.9,티셔츠,블랙,노멀,우븐,플로럴,팬츠,블랙,노멀,우븐,플로럴,2
20대,남성,스트리트,22.6,비,92.9,3.5,티셔츠,블랙,노멀,우븐,스트라이프,팬츠,베이지,발목,우븐,스트라이프,8
20대,남성,스트리트,22.6,비,92.9,3.5,티셔츠,베이지,노멀,우븐,무지,팬츠,카키,노멀,저지,무지,8
20대,남성,스트리트,22.6,비,92.9,3.5,티셔츠,블랙,노멀,저지,무지,청바지,블루,노멀,저지,무지,8
20대,남성,스트리트,28.8,맑음,61.53514063267166,8.4,티셔츠,스카이블루,노멀,우븐,깅엄,청바지,스카이블루,노멀,우븐,깅엄,7
20대,남성,스트리트,28.8,맑음,61.53514063267166,8.4,티셔츠,블루,노멀,우븐,깅엄,팬츠,블루,노멀,우븐,깅엄,7
20대,남성,스트리트,28.8,맑음,61.53514063267166,8.4,셔츠,화이트,노멀,우븐,깅엄,팬츠,화이트,발목,우븐,깅엄,7
20대,남성,스트리트,28.8,맑음,61.53514063267166,8.4,셔츠,블루,노멀,우븐,타이다이,팬츠,블루,노멀,우븐,타이다이,7
20대,남성,스트리트,28.8,맑음,61.53514063267166,8.4,셔츠,핑크,노멀,우븐,타이다이,팬츠,핑크,노멀,우븐,타이다이,7
20대,남성,스트리트,24.7,비,71.0,2.1,티셔츠,레드,노멀,우븐,무지,청바지,블랙,발목,우븐,무지,2
20대,남성,스트리트,24.7,비,71.0,2.1,셔츠,레드,노멀,우븐,무지,팬츠,레드,노멀,우븐,무지,2
20대,남성,스트리트,24.7,비,71.0,2.1,블라우스,레드,노멀,우븐,무지,팬츠,레드,노멀,우븐,무지,2
20대,남성,스트리트,23.5,안개,79.3,2.1,티셔츠,레드,노멀,우븐,무지,청바지,레드,노멀,우븐,무지,6
20대,남성,스트리트,24.3,비,75.1,2.0,티셔츠,네이비,노멀,우븐,무지,청바지,스카이블루,발목,데님,무지,2
20대,남성,스트리트,24.3,비,75.1,2.0,셔츠,스카이블루,발목,데님,무지,팬츠,스카이블루,발목,데님,무지,2
20대,남성,스트리트,24.3,비,75.1,2.0,셔츠,네이비,노멀,데님,무지,팬츠,네이비,노멀,우븐,무지,2
20대,남성,스트리트,24.3,비,75.1,2.0,셔츠,네이비,노멀,우븐,무지,팬츠,네이비,노멀,우븐,무지,2
20대,남성,스트리트,24.4,맑음,61.53514063267166,8.0,재킷,블루,노멀,우븐,무지,팬츠,블루,발목,우븐,무지,7
20대,남성,스트리트,24.4,맑음,61.53514063267166,8.0,티셔츠,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,7
